,Unnamed: 0,FID,image,panoId,FFE_gsv_m,camera_dem,pano_lat,pano_lon,target_lat,target_lon,image_date,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m.1,FFE_gsv_ft,STATIC_BFE.1,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,ENR_Construction_index_2015,ENR_Construction_index_1998,rsmeans_Construction_index_2015,rsmeans_construction_index_2021,area_ft_unreal_too_low,ENR_Construction_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998_ENR,cost_2015_ENR,cost_2021_ENR,cost_2021_RSMeans,cost_2021_PCI_Family_house,is_residential
1466,6002,5701,2063_29.2763386_-94.8451296_0_184.44.jpg,EjvDYfaFLMXxEwI1IbWRxQ,1.575995373,0.744399258,29.27633863,-94.84512957,29.27618026,-94.84516123,"[2020, 3]",11,Y,229.9019928,2474.644455,1.575995373,5.170588494,11,Y,7.329411506,5.829411506,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51960.25471,75042.36908,76032.86852,85759.39966,86053.84934,Y
1348,6381,7825,2523_29.2669765_-94.8468351_0_64.29.jpg,M7ldtZoNjVrh2m3psRqgjA,1.407363238,0.763128347,29.2669765,-94.8468351,29.26702297,-94.84667807,"[2021, 4]",11,Y,229.7660065,2473.180711,1.407363238,4.617333458,11,Y,7.882666542,6.382666542,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52955.74515,76480.0826,77489.55872,87402.43746,87702.5284,Y
1453,2066,3692,16755_29.2855561_-94.8207347_0_103.58.jpg,MkUfSnl02YUSyaRperKkKw,1.249119393,0.763820819,29.2855561,-94.8207347,29.28552874,-94.82058509,"[2020, 3]",10,Y,229.7590027,2473.105322,1.249119393,4.098160738,10,Y,7.401839262,5.901839262,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52062.27855,75189.7146,76182.15889,85927.78805,86222.81588,Y
1758,1589,6507,22662_29.2555734_-94.8688904_0_313.06.jpg,Xrnvbycb3BstWLxh9HPBmg,1.691371588,0.716373425,29.2555734,-94.8688904,29.25582753,-94.86908511,"[2020, 2]",10,Y,229.6300049,2471.716802,1.691371588,5.549119383,10,Y,5.950880617,4.450880617,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49343.27913,71262.86398,72203.47698,81440.13187,81719.7516,Y
1383,6269,12322,811_29.2873877_-94.8200051_0_311.72.jpg,ANkR_GX625NkH0JqgvmKLA,1.45370105,0.759783711,29.2873877,-94.8200051,29.28755038,-94.82014124,"[2019, 10]",11,Y,229.4810028,2470.112956,1.45370105,4.7693604,11,Y,7.7306396,6.2306396,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52608.4156,75978.46012,76981.31522,86829.17673,87127.29942,Y
1693,8400,10353,4927_29.3073699_-94.7827498_0_133.52.jpg,YWLEc_PKyOUjNB4WfyZdUQ,2.183633201,0.539406465,29.3073699,-94.7827498,29.30724226,-94.78257042,"[2019, 10]",12,Y,229.4750061,2470.048409,2.183633201,7.164150922,12,Y,6.335849078,4.835849078,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50023.14078,72244.73809,73198.31104,82562.23043,82845.70282,Y
1319,6468,10052,4378_29.3244303_-94.7731694_0_102.51.jpg,V7F_CqUBZZvVLvBqrv45vA,1.360039431,0.732118466,29.3244303,-94.7731694,29.32440716,-94.7730319,"[2019, 9]",11,Y,229.4730072,2470.026893,1.360039431,4.462071624,11,Y,8.037928376,6.537928376,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53199.2623,76831.77648,77845.89468,87804.35782,88105.82874,Y
1576,5611,5550,2038_29.2763386_-94.8451296_0_349.44.jpg,EjvDYfaFLMXxEwI1IbWRxQ,1.702908834,0.744399258,29.2763386,-94.8451296,29.2764707,-94.84518112,"[2020, 3]",11,Y,229.3930054,2469.16576,1.702908834,5.58697124,11,Y,6.91302876,5.41302876,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51074.12972,73762.60402,74736.21158,84296.86743,84586.29559,Y
2009,4174,12532,8611_29.2879509_-94.8153225_0_252.26.jpg,3jLQk3xt3RAy4kiC51PJaQ,2.301230563,0.740637787,29.2879509,-94.8153225,29.28789663,-94.81548232,"[2021, 4]",11,Y,229.3600006,2468.8105,2.301230563,7.549969039,11,Y,4.950030961,3.450030961,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47432.07905,68502.65847,69406.83895,78285.73295,78554.52225,Y
1557,1907,6030,21706_29.2650735_-94.8407711_0_259.71.jpg,dC-sNZYwCW7nf7X97cGERQ,1.372108818,0.699921958,29.2650735,-94.8407711,29.26504427,-94.84093596,"[2021, 4]",10,Y,229.298996,2468.153852,1.372108818,4.50166935,10,Y,6.99833065,5.49833065,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51211.10226,73960.42337,74936.64199,84522.93797,84813.14233,Y
1793,1522,6573,22799_29.2525844_-94.8689403_0_243.17.jpg,jHNUMjp6KqtpmazkDTO6Ig,1.745677987,0.714965516,29.2525844,-94.8689403,29.25247797,-94.86917838,"[2020, 2]",10,Y,229.2579956,2467.712527,1.745677987,5.727289984,10,Y,5.772710016,4.272710016,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48933.58578,70671.17406,71603.97721,80763.94089,81041.23896,Y
1483,5991,81,10176_29.3217645_-94.7721133_0_324.57.jpg,ga5_dpzKj0qNumyvZJ3fZw,1.580395651,0.767852768,29.3217645,-94.7721133,29.32192519,-94.77224696,"[2019, 9]",11,Y,229.1000061,2466.011942,1.580395651,5.185025102,11,Y,7.314974898,5.814974898,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51752.29669,74742.03063,75728.56585,85416.16896,85709.44018,Y
1877,1379,6577,22806_29.2525456_-94.8688033_0_133.44.jpg,iXpDu3er-g10UUYqpOJb-A,1.842023976,0.695632031,29.2525456,-94.8688033,29.25236373,-94.86865619,"[2020, 2]",10,Y,229.0249939,2465.204518,1.842023976,6.043385748,10,Y,5.456614252,3.956614252,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48299.4226,69755.29887,70676.01321,79717.26677,79990.97115,Y
1152,2325,5942,21115_29.2699016_-94.8396022_0_157.33.jpg,ItgQi5L8OHQrdcLwFdlapw,0.822131393,0.660176564,29.2699016,-94.8396022,29.26974174,-94.839544,"[2020, 3]",10,Y,228.9259949,2464.138901,0.822131393,2.697281473,10,Y,8.802718527,7.302718527,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54956.99632,79370.34228,80417.96753,90705.46398,91016.89567,Y
1405,6261,1105,12268_29.2989348_-94.7804082_0_43.65.jpg,BWlcwLL30xZAtGO8303Xyg,1.459580227,0.771653408,29.2989348,-94.7804082,29.29900808,-94.78028728,"[2021, 3]",11,Y,228.9170074,2464.042161,1.459580227,4.788649039,11,Y,7.711350961,6.211350961,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52443.4739,75740.24696,76739.95784,86556.94363,86854.13162,Y
1337,6482,10109,4470_29.3181782_-94.7717217_0_165.23.jpg,6V7iiDILLwDMGivzpUzcdQ,1.352591243,0.895660083,29.3181782,-94.7717217,29.31804894,-94.77168783,"[2019, 9]",11,Y,228.9140015,2464.009805,1.352591243,4.437635312,11,Y,8.062364688,6.562364688,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53129.87802,76731.56988,77744.36543,87689.8404,87990.91813,Y
1670,5243,1364,12692_29.2970201_-94.8010493_0_42.79.jpg,MhRaqIsuIL4IdWeZqGHA3w,1.82019062,0.675658395,29.29702006,-94.80104934,29.29719687,-94.80082646,"[2020, 3]",11,Y,228.6880035,2461.577183,1.82019062,5.971754003,11,Y,6.528245997,5.028245997,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50206.78238,72509.95813,73467.03177,82865.32736,83149.84041,Y
1671,5244,11607,6639_29.2970201_-94.8010493_0_42.79.jpg,MhRaqIsuIL4IdWeZqGHA3w,1.82019062,0.675658395,29.2970201,-94.8010493,29.29719691,-94.80082642,"[2020, 3]",11,Y,228.6880035,2461.577183,1.82019062,5.971754003,11,Y,6.528245997,5.028245997,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50206.78238,72509.95813,73467.03177,82865.32736,83149.84041,Y
1531,5859,11660,6721_29.2973378_-94.7840318_0_147.95.jpg,zo6pPGa5YKSb_SxYrPsk9Q,1.622162603,0.823411004,29.29733784,-94.78403179,29.29719991,-94.78395506,"[2019, 8]",11,Y,228.6369934,2461.028115,1.622162603,5.322055784,11,Y,7.177944216,5.677944216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51394.77767,74225.69224,75205.4122,84826.0907,85117.33592,Y
1532,5860,11662,6723_29.2973378_-94.7840318_0_147.95.jpg,zo6pPGa5YKSb_SxYrPsk9Q,1.622162603,0.823411004,29.29733784,-94.78403179,29.29719991,-94.78395506,"[2019, 8]",11,Y,228.6369934,2461.028115,1.622162603,5.322055784,11,Y,7.177944216,5.677944216,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51394.77767,74225.69224,75205.4122,84826.0907,85117.33592,Y
1543,5818,11659,6720_29.2973632_-94.7839354_0_177.58.jpg,nA08YPuZzfuiZ_Rw3EB_OQ,1.632644492,0.807221949,29.29736321,-94.78393538,29.29721665,-94.78395201,"[2019, 8]",11,Y,228.6369934,2461.028115,1.632644492,5.356445184,11,Y,7.143554816,5.643554816,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51331.30271,74134.02003,75112.52999,84721.32651,85012.21202,Y
2812,3054,11657,6719_29.29739_-94.7838376_0_192.73.jpg,ykpoTzoATYfKqXn0umpq6g,3.560146306,0.793917892,29.29739,-94.7838376,29.29722553,-94.78387255,"[2019, 8]",11,N,228.6369934,2461.028115,3.560146306,11.68027003,11,Y,0.819729967,-0.680270033,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,41837.47795,60422.78813,61220.32077,69051.95159,69289.03726,Y
2817,2996,1864,13489_29.2946287_-94.7871481_0_178.44.jpg,XT7QaaBRSTWHjQZ9JKGPeA,3.614765945,0.853908198,29.2946287,-94.7871481,29.29446581,-94.78713986,"[2019, 10]",11,N,228.5919952,2460.543758,3.614765945,11.85946832,11,Y,0.640531677,-0.859468323,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,41829.24389,60410.89628,61208.27196,69038.36143,69275.40043,Y
1186,6839,10076,4412_29.3203848_-94.7718245_0_313.47.jpg,Z0orhISogVbp7LGED0uxnw,1.162076439,0.854182673,29.3203848,-94.7718245,29.32050468,-94.77192282,"[2019, 10]",11,Y,228.5890045,2460.511567,1.162076439,3.812586742,11,Y,8.687413258,7.187413258,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54592.38696,78843.76382,79884.43865,90103.68324,90413.04875,Y
1704,5109,5821,20880_29.2714301_-94.8423012_0_215.37.jpg,XOAklA6-jx_YE4ZiWFkjAw,1.869490544,0.402299318,29.2714301,-94.8423012,29.27122395,-94.84246724,"[2019, 9]",11,Y,228.5559998,2460.156307,1.869490544,6.13349916,11,Y,6.36650084,4.86650084,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49879.36316,72037.09066,72987.92283,82324.92823,82607.58586,Y
1728,4992,5823,20888_29.2713482_-94.8422601_0_230.93.jpg,huzXwvBe-zpj5C22A5DjEg,1.913092216,0.401581411,29.2713482,-94.8422601,29.27123125,-94.84246787,"[2019, 9]",11,Y,228.5559998,2460.156307,1.913092216,6.276549265,11,Y,6.223450735,4.723450735,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49615.41894,71655.89547,72601.69616,81889.29339,82170.45529,Y
1561,5760,5846,20924_29.2709926_-94.8286441_0_50.08.jpg,Ccb_gZyquO-gJYw4tTUuRA,1.649990998,0.701282631,29.2709926,-94.8286441,29.2711401,-94.82839454,"[2021, 4]",11,Y,228.5059967,2459.618078,1.649990998,5.413356293,11,Y,7.086643707,5.586643707,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51196.90794,73939.92356,74915.87161,84499.51053,84789.63445,Y
1270,2294,5919,21073_29.2702934_-94.8388047_0_79.43.jpg,E9rUn9oBgViOmzUPJB_QDA,0.966447798,0.655815275,29.2702934,-94.8388047,29.27033275,-94.83869987,"[2021, 4]",10,Y,228.4629974,2459.155238,0.966447798,3.170760492,10,Y,8.329239508,6.829239508,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53681.48867,77528.22051,78551.53122,88600.26316,88904.46677,Y
1573,1918,6405,22479_29.2600636_-94.8447823_0_244.57.jpg,RXiG-4jFTJPN6CA_ZVwslg,1.359620737,0.797725944,29.26006361,-94.84478226,29.26001601,-94.84491503,"[2021, 4]",10,Y,228.4170074,2458.660205,1.359620737,4.460697956,10,Y,7.039302044,5.539302044,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51089.67204,73785.05064,74758.95449,84322.51973,84612.03597,Y
1637,1826,1492,1288_29.283307_-94.8229187_0_177.21.jpg,iqs0_YycdorfM1Jm05IwFA,1.457238534,0.787043675,29.283307,-94.8229187,29.28312415,-94.82292713,"[2019, 8]",10,Y,228.4120026,2458.606334,1.457238534,4.780966319,10,Y,6.719033681,5.219033681,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50497.99225,72930.5311,73893.15597,83345.96364,83632.12693,Y
1527,5909,3696,16761_29.2853322_-94.8293487_0_58.34.jpg,2bDkJcodSVfiU_ggbD_PSg,1.607075792,0.539998434,29.2853322,-94.8293487,29.28539142,-94.82920523,"[2021, 4]",11,Y,228.3690033,2458.143493,1.607075792,5.272558373,11,Y,7.227441627,5.727441627,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51425.79061,74270.48193,75250.79309,84877.27695,85168.69791,Y
1702,1723,5748,20728_29.272076_-94.8360636_0_335.74.jpg,MJLimr_16vWK348RLR8tZQ,1.5564287,0.673391092,29.272076,-94.8360636,29.27219188,-94.83612749,"[2017, 5]",10,Y,228.3679962,2458.132653,1.5564287,5.106393373,10,Y,6.393606627,4.893606627,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,49888.30604,72050.00621,73001.00885,82339.68829,82622.39659,Y
1303,6568,7719,2505_29.2683096_-94.8436083_0_259.27.jpg,j4_T5M13zlkOSdSdPzjr6w,1.299716448,0.654002668,29.26830957,-94.84360831,29.26826588,-94.84375673,"[2021, 4]",11,Y,228.2310028,2456.658068,1.299716448,4.264161575,11,Y,8.235838425,6.735838425,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53397.52284,77118.10959,78136.00715,88131.58303,88434.17745,Y
2419,557,3765,16871_29.2853775_-94.80072_0_357.82.jpg,qNasYaWLxf2VLdmap5ed5Q,2.481175347,0.919181249,29.28537755,-94.80072002,29.28551838,-94.80075433,"[2016, 10]",10,Y,228.2220001,2456.561164,2.481175347,8.140339065,10,Y,3.359660935,1.859660935,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44266.60748,63931.00101,64774.83925,73061.18308,73312.03421,Y
2420,558,12835,8989_29.2853775_-94.80072_0_357.82.jpg,qNasYaWLxf2VLdmap5ed5Q,2.481175347,0.919181249,29.2853775,-94.80072,29.28551833,-94.80075431,"[2016, 10]",10,Y,228.2220001,2456.561164,2.481175347,8.140339065,10,Y,3.359660935,1.859660935,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,44266.60748,63931.00101,64774.83925,73061.18308,73312.03421,Y
1503,2030,6035,21710_29.2646512_-94.8405341_0_48.84.jpg,UoxiA9luSSJ2lzsdRU7DmQ,1.268503138,0.677291217,29.2646512,-94.8405341,29.26472625,-94.84037366,"[2021, 4]",10,Y,228.1840057,2456.152196,1.268503138,4.161755702,10,Y,7.338244298,5.838244298,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51588.24267,74505.09949,75488.5074,85145.40096,85437.7425,Y
2030,1141,2841,15289_29.2892091_-94.8058359_0_42.45.jpg,5gqXo1Bkq5wr90aU51FZ6g,1.974917005,0.808256115,29.28920908,-94.80583591,29.2893034,-94.80575281,"[2020, 2]",10,Y,228.0390015,2454.591384,1.974917005,6.479386499,10,Y,5.020613501,3.520613501,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47288.83243,68295.77791,69197.22774,78049.30715,78317.2847,Y
1600,5627,4690,18789_29.2799938_-94.8389506_0_65.58.jpg,fr6XM9ksPE5vzqokZif7zA,1.696393186,0.377117715,29.2799938,-94.8389506,29.28005991,-94.83856865,"[2020, 3]",11,Y,227.9960022,2454.128543,1.696393186,5.565594442,11,Y,6.934405558,5.434405558,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50802.43437,73370.21444,74338.64277,83848.4395,84136.32801,Y
1498,2050,6084,21798_29.2634921_-94.8399134_0_35.60.jpg,Gk400R92eTuifQ4DIcKbTg,1.254169769,0.678280837,29.2634921,-94.8399134,29.26370237,-94.83981258,"[2021, 4]",10,Y,227.9519958,2453.654862,1.254169769,4.114730213,10,Y,7.385269787,5.885269787,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51622.3277,74554.32599,75538.38365,85201.65765,85494.19235,Y
1552,1968,6079,21793_29.2635766_-94.8399567_0_50.65.jpg,gYjSH5oGcpOrWfTVyXeAmg,1.317436659,0.677178433,29.2635766,-94.8399567,29.26367132,-94.83982533,"[2021, 4]",10,Y,227.9519958,2453.654862,1.317436659,4.32229875,10,Y,7.17770125,5.67770125,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51240.35154,74002.66595,74979.44214,84571.21335,84861.58346,Y
1207,2319,5804,20847_29.2713457_-94.8343709_0_321.13.jpg,aOGxYmeUTqRXMED9gFdO7w,0.861047375,0.650283418,29.2713457,-94.8343709,29.2715162,-94.83456727,"[2021, 4]",10,Y,227.904007,2453.138315,0.861047375,2.824958579,10,Y,8.675041421,7.175041421,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54398.44374,78563.66593,79600.64369,89783.58371,90091.85017,Y
1467,2123,6399,22465_29.2598967_-94.844696_0_81.05.jpg,uWMeAlPBl9-sX2b2RrSHlw,1.192614663,0.802267455,29.2598967,-94.844696,29.25994495,-94.84455007,"[2021, 4]",10,Y,227.7660065,2451.65289,1.192614663,3.912777766,10,Y,7.587222234,6.087222234,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,51951.54628,75029.79213,76020.12558,85745.02657,86039.4269,Y
1399,8730,359,10815_29.30798_-94.783994_0_147.89.jpg,yHWZbeKPyPQptajo96fOdQ,1.712977071,0.593870509,29.30798,-94.783994,29.30786041,-94.78394315,"[2019, 9]",12,Y,227.7100067,2451.050113,1.712977071,5.620003514,12,Y,7.879996486,6.379996486,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52476.97646,75788.63225,76788.98177,86612.23896,86909.61681,Y
1440,8688,10277,4820_29.3079541_-94.7840924_0_132.89.jpg,I_RdhHDEIy1fbfxRtTrhKg,1.764170219,0.597384903,29.30795411,-94.78409241,29.30783779,-94.78391293,"[2019, 9]",12,Y,227.7100067,2451.050113,1.764170219,5.787960036,12,Y,7.712039964,6.212039964,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52168.22407,75342.72391,76337.1878,86102.64909,86398.27729,Y
2843,3293,6461,22548_29.2589501_-94.8461155_0_63.57.jpg,4jFhBp7ZzqKQRW_Lluqquw,3.236529677,0.535148186,29.2589501,-94.8461155,29.2590741,-94.84586439,"[2020, 3]",11,Y,227.6289978,2450.178141,3.236529677,10.61853569,11,Y,1.881464314,0.381464314,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,41653.02839,60156.40121,60950.41775,68747.52113,68983.56156,Y
305,7553,5019,19433_29.2782989_-94.8380558_0_230.83.jpg,I9Iy8h18tcYloqzunmqpyQ,-0.880513255,0.296902244,29.27829886,-94.83805582,29.27809106,-94.83833363,"[2020, 3]",11,Y,227.4400024,2448.143811,-0.880513255,-2.888823015,11,Y,15.38882302,13.88882302,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,70723.99327,102141.4548,103489.6405,116728.5888,117129.3693,Y
1314,2284,5896,21037_29.2699134_-94.8360632_0_4.67.jpg,tWQaYSqitLkGPAT-yQEYMQ,0.984907332,0.740493464,29.2699134,-94.8360632,29.27010759,-94.83603064,"[2021, 4]",10,Y,227.4389954,2448.132972,0.984907332,3.231323268,10,Y,8.268676732,6.768676732,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53292.61526,76966.59929,77982.49704,87958.43509,88260.43502,Y
1412,2211,5907,21056_29.2699514_-94.8359717_0_334.66.jpg,Jh32tVXlxxTKBcfBxG5MMA,1.105432105,0.741923682,29.2699514,-94.8359717,29.27009429,-94.83602954,"[2021, 4]",10,Y,227.4389954,2448.132972,1.105432105,3.626745751,10,Y,7.873254249,6.373254249,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52402.14105,75680.55298,76679.47594,86488.72456,86785.67833,Y
2044,1152,2487,14629_29.2910714_-94.7970046_0_357.61.jpg,1d7UZu-rc4ySJb08Uod4Zw,1.97083051,0.853569411,29.2910714,-94.7970046,29.29126957,-94.7970275,"[2019, 10]",10,Y,227.3860016,2447.562551,1.97083051,6.465979364,10,Y,5.034020636,3.534020636,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47178.02984,68135.7539,69035.09153,77866.42962,78133.77926,Y
1601,1910,6931,2374_29.2707926_-94.8357112_0_154.74.jpg,2XlQfj8Zty7-N1GZDyOYHw,1.369066615,0.740500513,29.27079262,-94.83571124,29.27065051,-94.83565616,"[2021, 4]",10,Y,227.345993,2447.131902,1.369066615,4.491688369,10,Y,7.008311631,5.508311631,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50793.24171,73356.93815,74325.19126,83833.26719,84121.10361,Y
1243,6794,11337,6290_29.298783_-94.7865363_0_238.62.jpg,Pnb7IbAWFT8eGrb9ZZ79-Q,1.182510403,0.767038355,29.298783,-94.78653627,29.29868516,-94.78671871,"[2021, 3]",11,Y,227.197998,2445.538897,1.182510403,3.879627306,11,Y,8.620372694,7.120372694,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54096.23185,78127.20354,79158.42034,89284.78879,89591.34267,Y
1265,8869,10289,4844_29.3073961_-94.7826485_0_343.58.jpg,ss3gnK3ycyQrRPIiZPF2jw,1.529940596,0.539711388,29.3073961,-94.7826485,29.3075376,-94.78269583,"[2019, 10]",12,Y,227.1499939,2445.022185,1.529940596,5.019490144,12,Y,8.480509856,6.980509856,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53742.83425,77616.81741,78641.29753,88701.51285,89006.0641,Y
1667,8470,8642,2751_29.2611738_-94.8472889_0_66.24.jpg,yhbhB3O2rbpYmbiOwEMvFw,2.059485884,0.576745138,29.26117378,-94.84728895,29.26127187,-94.84712855,"[2019, 9]",12,Y,227.0700073,2444.161217,2.059485884,6.756843451,12,Y,6.743156549,5.243156549,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,50245.52015,72565.90424,73523.71632,82929.26329,83213.99587,Y
1277,2301,5937,21108_29.2698105_-94.838531_0_91.49.jpg,9MzaMztKwenb2ED4BSvOVA,0.930784428,0.660441446,29.2698105,-94.838531,29.26983727,-94.83837505,"[2021, 4]",10,Y,227.0220032,2443.644505,0.930784428,3.053754685,10,Y,8.446245315,6.946245315,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53628.82177,77452.15759,78474.46433,88513.33746,88817.24261,Y
1198,6899,10496,513_29.2897022_-94.8239053_0_313.61.jpg,XCtUtP2lJhbQ-TOTcqbk9g,1.130367963,0.632345632,29.2897022,-94.8239053,29.2898517,-94.82403201,"[2020, 2]",11,Y,227.0189972,2443.612149,1.130367963,3.708556309,11,Y,8.791443691,7.291443691,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,54471.64262,78669.38167,79707.75479,89904.39703,90213.0783,Y
1258,6732,10443,505_29.2897265_-94.8238052_0_314.74.jpg,OSCkeG-5KPPy5PJp_GX4yQ,1.206219312,0.623328959,29.2897265,-94.8238052,29.28985442,-94.82403362,"[2020, 2]",11,Y,227.0189972,2443.612149,1.206219312,3.957412441,11,Y,8.542587559,7.042587559,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,53863.53475,77791.13626,78817.91724,88900.72671,89205.96194,Y
2514,3573,1080,12225_29.2991051_-94.7854055_0_58.98.jpg,rTHs-B9L9Ys5guj8pBuGyA,2.862049301,0.750957069,29.2991051,-94.7854055,29.29913955,-94.78530907,"[2019, 1]",11,Y,227.0119934,2443.53676,2.862049301,9.389925528,11,Y,3.110074472,1.610074472,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,43574.50576,62931.44947,63762.09443,71918.88253,72165.81163,Y
1968,4400,11079,5939_29.3007891_-94.7853232_0_135.89.jpg,3bWF3j1BL42s3_IZKZPInQ,2.176046622,0.743894056,29.30078912,-94.78532318,29.30066134,-94.78517059,"[2019, 8]",11,Y,226.9779968,2443.170824,2.176046622,7.139260571,11,Y,5.360739429,3.860739429,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47692.0494,68878.11449,69787.2507,78714.809,78985.07151,Y
2005,4308,11078,5938_29.3008112_-94.7852212_0_150.23.jpg,ojlzbD8FjhylQMPEMO5ZKg,2.215916539,0.741422041,29.30081115,-94.78522123,29.30066812,-94.78516958,"[2019, 8]",11,Y,226.9779968,2443.170824,2.215916539,7.270067385,11,Y,5.229932615,3.729932615,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47452.36186,68531.95143,69436.51855,78319.20933,78588.11356,Y
2006,4309,11091,5946_29.3008112_-94.7852212_0_150.23.jpg,ojlzbD8FjhylQMPEMO5ZKg,2.215916539,0.741422041,29.30081115,-94.78522123,29.30066812,-94.78516958,"[2019, 8]",11,Y,226.9779968,2443.170824,2.215916539,7.270067385,11,Y,5.229932615,3.729932615,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,47452.36186,68531.95143,69436.51855,78319.20933,78588.11356,Y
1444,2181,5862,20961_29.270558_-94.8363089_0_337.29.jpg,8wpeOj4l3DYpVk2MVUJ7-A,1.131945777,0.704031736,29.270558,-94.83630893,29.27067635,-94.836382,"[2021, 4]",10,Y,226.9279938,2442.632596,1.131945777,3.713732864,10,Y,7.786267136,6.286267136,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,52125.04767,75280.36742,76274.00825,86031.38728,86326.7708,Y
1843,1537,6587,22830_29.251803_-94.870669_0_184.88.jpg,y9iUne9BicymZJSEo4hRoQ,1.733476816,0.692982774,29.251803,-94.870669,29.25156028,-94.87074642,"[2020, 2]",10,Y,226.8899994,2442.223628,1.733476816,5.687259895,10,Y,5.812740105,4.312740105,0.838,1.1,10035,5920,88.8,121.1,N,12133,72.5,114,156,48501.47465,70047.10778,70971.67376,80050.7498,80325.59917,Y
